state,year,beauty_rev,beauty_est,beauty_ent,beauty_emp,beauty_wag,wellness_rev,wellness_est,wellness_ent,wellness_emp,wellness_wag,r_gdp,r_persinc,r_pce,disp_persinc,rpc_persinc,rpc_pce
MN,2012,1516.99401432222,24386,24386,41216,748.61738143374,758.68293471504,1953,1854,15915,268.75094563191,321053.9,277805.6,223388.8,224772.6,51551,41453
MN,2013,1588.51101170182,25348,25348,42102,724.61205352069,748.80259305675,1902,1823,16380,281.08844246502,329774.5,276131.6,226982.9,223396,50842,41792
MN,2014,1591.67059496816,25615,25615,42998,772.86383732955,822.30110875824,1988,1856,17449,300.98464083081,338623.9,283263.4,229844.6,234034.9,51745,41987
MN,2015,1637.70934743125,25624,25624,42382,795.30887868025,870.56562598304,1978,1873,17981,312.95925354527,345456.2,298148.3,237698.8,243358.4,54105,43135
MN,2016,1683.59524984524,25301,25301,41506,801.34034517273,931.81686796333,1979,1863,18732,323.82053954799,350603.6,302798.9,244243.8,248326.8,54489,43952
MN,2017,1689.10883969428,25629,25480,40967,795.20544178872,957.56462112538,2183,2083,19724,333.75843580412,354721.9,312566.2,252123.8,260814.3,55756,44974
MN,2018,1816.48622541346,25618,25569,42395,841.07906383441,968.34003125044,2152,2070,20395,345.0114473404,364799.7,313158.8,251500.4,276135.7,55421,44509
MN,2019,1822.2342149178,25339,25339,40917,830.09559680581,1007.11194673159,2115,2041,20818,363.2760984979,369617.4,322754.5,255540.4,286019.7,56754,44935
MN,2020,1354.90831711533,24288,24189,40575,659.47793852274,686.85022461574,1910,1810,20858,264.89307613963,357475.6,343334.4,243880.1,306662.2,60123,42707
MN,2021,1764.04753177258,24862,24862,41113,849.91479304464,808.84904176418,1912,1841,14300,284.61622711428,377947,360718.4,261255,334701.2,63085,45690
MN,2022,1789.75755270935,24901,24273,39693,833.43311475431,925.9678301193,1889,1606,16294,319.25292671868,384727.7,353329.5,270290.7,339049.4,61833,47301
MN,2023,1800.75784482993,25153,24411,39498,829.87146179673,883.68408666263,1812,1557,15775,308.38245475289,390907.9,351314.1,273332.7,362922.6,61227,47636
MO,2008,942.46025777426,15772,15772,22406,376.21697648445,421.03027315055,1803,1742,10444,132.59089688333,297881.8,279010.9,237207.7,195270.5,47099,40042
MO,2009,921.65515280954,16843,16835,24029,395.20674189959,422.43650623541,1747,1684,10460,128.88840694447,289566.8,269359.7,229619.6,197477.4,45186,38520
MO,2010,952.01175351336,18127,18127,25401,393.04809662034,408.02302022785,1696,1663,10355,130.82629815828,295986.4,263458,227352.1,202187.6,43938,37916
MO,2011,956.21811818471,19070,19070,26662,412.99665210693,416.74271589765,1717,1687,10519,134.57322424171,292984.2,269246,231862,208237.2,44788,38569
MO,2012,921.68925585706,18199,17827,25429,383.74205352211,395.24681923518,1780,1777,10816,133.63859409488,296514.3,276067.8,235134.2,217574,45807,39015
MO,2013,962.54392088466,18334,17801,25415,359.04759107189,405.91972895089,1756,1756,11127,138.03039340884,302025.7,273056,235644.6,216900.2,45178,38988
MO,2014,972.48960071196,18480,17949,26138,391.5434772737,445.57784551437,1785,1764,11794,149.31109143897,303617.8,276898.7,237680.6,223920.8,45689,39218
MO,2015,985.79913861081,18028,17392,25690,402.28732374014,466.23539096243,1780,1770,12183,155.82839091786,308009.9,289282.9,246631.7,230119.7,47602,40584
MO,2016,1012.89854700964,17789,17109,25179,411.9177292151,485.76897825541,1765,1746,12638,163.02145522727,308423.3,296927.9,252377.7,237097.9,48730,41419
MO,2017,1037.36777812,17738,16770,24698,404.83991618346,504.76147753101,1780,1701,13354,168.04551551722,311273.8,299195,256476.3,244067.9,48939,41951
MO,2018,1088.4731539547,17988,17068,25614,425.14806356614,467.6646831156,1700,1599,13847,172.58793644533,314182.4,306040.8,261329,256236.6,49937,42641
MO,2019,1129.19172216433,18164,17340,26099,444.14989245521,489.09931341374,1768,1667,14195,182.99337519177,321329.1,311214.7,261575.5,266196.6,50659,42578
MO,2020,876.39410502719,18107,17198,25480,352.53771307231,351.06456195701,1601,1475,14166,134.86945082959,315332.6,333704.8,257278.5,289412.2,54222,41804
MO,2021,1141.4159797266,18655,17958,26594,461.25793746464,451.50645126198,1685,1576,10031,147.51782325461,331580.9,349285.8,277002,311596.2,56607,44892
MO,2022,1289.30975865268,19073,19073,27382,480.43738497805,607.99658417904,1694,1694,11173,161.10045052116,339652.4,345170.4,286641.9,318412.3,55878,46403
MO,2023,1293.21481710629,18995,18995,27484,481.79964257369,577.41595151999,1645,1645,10816,155.35581869831,348487.4,351069.4,291956.8,346580,56659,47119
MS,2008,210.60309195619,3755,3662,3955,60.27630726268,115.31126426091,609,609,2585,30.30231237623,109434,115507.7,95789,82830.2,39184,32495
MS,2009,212.30699253697,4147,4060,4311,65.13946547146,123.98670440365,618,618,2885,33.22720219563,105360,117636.2,97545.5,83298.1,39758,32968
MS,2010,220.02081981242,4314,4233,4838,68.19713888253,125.45562654426,633,633,2779,32.53239626859,106711.8,116273.3,96665.3,85848.4,39144,32543
MS,2011,218.32624513624,4584,4513,4987,69.76503609752,130.14986969579,642,642,2834,33.3085305429,106491.1,117393.6,97139.2,89538.2,39422,32620
MS,2012,210.36867298208,4496,4434,4496,60.95162554106,135.35462029696,708,708,3077,34.99898585912,108646.5,119340,97814.4,92226.7,40015,32798
MS,2013,233.30957169726,4662,4610,5047,64.60491356904,129.70114399933,672,671,3098,35.42192008931,109032.7,119397.5,98336.6,93290.6,39978,32926
MS,2014,217.50243722889,4522,4450,4522,59.4541497255,142.68390204528,715,715,3254,37.35089655776,109299.6,119933.9,99504.5,95153.1,40143,33305
MS,2015,220.56715970889,4470,4388,4470,61.1721199254,153.47509771979,731,724,3508,41.20390520804,109401.7,122245.9,102529.1,96008,40953,34348
MS,2016,231.64094658521,4417,4306,4417,65.39611285929,154.37728180731,761,761,3074,36.5119062331,109911,122578.6,103634.1,97349.3,41074,34726
MS,2017,249.66735007969,4455,4364,4626,68.57793035078,145.97862458359,731,731,2997,34.69193114562,110281.4,124576.5,105163,100383.5,41756,35249
MS,2018,256.80194621221,4354,4354,4899,72.23044106234,144.10953370136,724,724,2987,33.64176769366,110174.8,127543.1,107466.8,103471,42877,36127
MS,2019,281.00841086169,4623,4623,4935,75.12332439224,146.70892741671,687,687,3243,38.04037316355,111207.8,130006.9,107430.8,107192.8,43788,36184
MS,2020,274.15960640356,4883,4883,7841,97.41697751289,105.37269983794,634,634,3066,26.66270663675,110322.8,140616.1,108395,116487.6,47531,36640
MS,2021,380.43309543121,5473,5473,8400,126.30467178379,135.34641419907,649,649,2867,37.17716987187,115675.1,147417.7,115581.8,127567.4,49979,39186
MS,2022,358.90180129153,5466,5466,5669,86.05363978624,188.95558916146,650,650,3018,38.28857208714,116557.1,136757.5,116419.8,125802,46533,39613
MS,2023,363.87679194082,5494,5494,5770,87.67726806935,179.79241526088,641,641,2894,36.6518634088,119548.4,138867.1,117753,134651.1,47239,40056
MT,2008,107.45795164488,1945,1918,2384,36.765119033,83.74713877959,396,396,2383,22.59785734565,42049.3,41419.1,37809.2,31061.4,42420,38722
MT,2009,108.70191617968,2162,2142,2587,39.50273912004,87.79049730812,400,400,2456,22.83969687155,40938.4,40981.4,37375.3,30970.9,41648,37984
MT,2010,113.34959063982,2326,2326,2783,38.07006389899,89.92737669253,391,391,2499,22.69715498094,42469.8,42683.6,39218.6,32645.7,43077,39580
MT,2011,107.96608689122,2304,2279,2809,39.85807512764,91.24440136433,387,387,2532,24.12399610214,43532.2,43600.1,39343.7,34492,43677,39413
MT,2012,110.42992752343,2394,2329,2751,38.33805736042,94.94034253202,398,398,2638,24.47765018003,44329.1,45954.1,40246.6,36490.9,45704,40027
MT,2013,122.28967665804,2462,2356,3142,40.21137635473,91.67509620434,392,392,2670,24.39984796369,45114.7,45904.9,41230.7,36524.1,45180,40580
MT,2014,119.68953947743,2483,2368,2963,40.15111285674,103.83595868049,430,430,2862,26.64961523905,46166.7,46473.6,41616.4,38238.4,45334,40596
MT,2015,122.19169080484,2411,2291,2926,41.43292664126,112.84151472186,454,454,3079,28.96384551424,47765.6,48308.3,42544.1,39654.4,46695,41124
MT,2016,130.60491248565,2391,2287,3034,43.96106425951,120.37773526613,464,464,3147,29.23089253253,47189.6,49190,43482.3,40348.9,47037,41579
MT,2017,132.50771012698,2424,2287,2999,44.37553369498,123.02786284381,497,497,3484,32.18853930031,48470.5,51054.6,44550.7,42890.2,48252,42106
MT,2018,144.58594083934,2585,2519,3056,46.09267949159,127.3348902384,486,486,3480,32.05084921934,49455,53527,47042,45194.2,50184,44104
MT,2019,148.22921797393,2599,2559,2983,45.91966091392,131.95147882253,503,503,3544,33.60872573327,50263.5,54841.4,46980,47638.8,50992,43682
MT,2020,118.82646568872,2688,2623,2926,36.45322839075,96.0325674333,476,476,3504,24.42178217338,49981.4,60590.4,47663.1,51909.8,55730,43840
MT,2021,160.45606263116,2887,2887,3204,49.82305588462,120.76042620925,496,496,3015,32.32089441749,53303.7,65647.7,53612,57180.3,59336,48458
MT,2022,180.50652147363,2975,2959,3396,52.1112882798,148.33949196541,513,513,3188,32.69452783853,55193.9,66102.5,56382.5,59198.9,58869,50213
MT,2023,182.74682522606,3039,3005,3441,52.90096353178,142.48070745674,517,517,3067,31.41909851034,57373.3,67750.3,57573.7,64682.7,59807,50824
NC,2008,1175.21271948116,18912,17997,26716,471.8898075008,866.44487445018,3020,2947,21107,274.98169538796,492688.8,427092.2,330830.3,313853.2,45877,35537
NC,2009,1125.21672818328,20234,19676,26758,456.9470346155,856.23651411984,2913,2819,20613,257.26042128969,473610.5,419035.5,331678.6,309829.8,44344,35100
NC,2010,1165.6018442502,21643,20987,29058,473.61982754034,887.21857984605,2929,2839,20932,271.73218288048,482030.4,408988.1,334334.7,312109.5,42732,34932
NC,2011,1159.40545122602,22549,21882,29523,478.35530266146,900.47330176057994,2868,2820,21273,277.7132485513,484200.3,409607.3,337256,318906.9,42485,34981
NC,2012,1147.09917642594,22589,21869,27964,448.50248912901,916.37130405358,3016,2959,21272,272.50374129029,488126.5,428209.4,343565,341049.4,44056,35347
NC,2013,1228.67662253505,22804,22197,29943,447.77175762334,904.7596316502,3028,3009,21641,277.21026495971,497456.6,416375.5,349572,332773,42485,35669
NC,2014,1239.57164434346,23588,22934,30146,475.25197463615,986.82439814645,3143,3114,22995,298.87490838359,509782.4,432979.7,359507.8,351332.9,43838,36399
NC,2015,1302.27064526192,24072,23558,30147,502.33096560458,1051.97025148405,3228,3228,24364,323.48134146538,525229.1,456418.1,373938.9,366949.2,45814,37535
NC,2016,1377.60580567422,24185,23870,30539,527.00350123218,1127.82643573847,3333,3294,24692,327.74755011168,536308.5,466543.3,382962.4,378998.7,46317,38020
NC,2017,1498.01393425689,26098,25271,31457,552.17540885024,1185.98479611331,3492,3424,26534,348.81801006943,546810.1,484514.6,397708.6,398999.2,47630,39096
NC,2018,1612.46594557869,26887,26478,34129,607.1831835131,1201.10057546179,3614,3520,28889,376.47562658504,556573.7,499977.6,409322.6,421434.9,48665,39841
NC,2019,1690.79703777852,27565,26959,35134,641.14816803748,1264.73637429616,3826,3692,29806,401.93096726415,567975,528474,426460.1,445838.5,50963,41126
NC,2020,1333.74207702923,28198,27595,35120,517.59728448359,861.36054857808,3408,3291,29261,289.4790877588,564504.4,567620,427241.2,484071.3,54298,40869
NC,2021,1811.69631948284,30713,30223,37130,692.6656004028,1039.42576087915,3492,3364,19607,302.5280866809,600217.3,590790.3,459148.1,533747.5,55908,43451
NC,2022,2070.24876692526,31931,31600,39133,731.22411760975,1191.27728699232,3500,3273,21614,323.75550257446,619537.2,578335.9,474449.3,547506.4,54070,44358
NC,2023,2128.20439631839,32653,32448,40349,757.86355354252,1145.72072963359,3474,3265,21108,316.89335276888,638067.3,591116.5,487960.5,595900.4,54554,45034
ND,2008,170.039781185,2960,2960,3909,66.8323271841,49.43005067281,220,220,1330,14.88245097607,35030.4,35184.8,27970.9,24232.2,53507,42537
ND,2009,158.06837346726,2968,2968,3911,63.37090809456,56.87144402324,240,240,1527,16.05072736883,35971.3,34240,28144.2,24522.5,51491,42324
ND,2010,171.16292328707,3202,3202,4702,71.43682053851,58.43682777015,237,237,1543,16.56751133299,38697.4,36919.8,28755.6,27179.4,54688,42595
ND,2011,170.02444546389,3326,3326,4668,70.80142955115,59.66530866812,223,223,1713,18.57718339449,43300.4,40431,30809.8,30154.4,58830,44830
ND,2012,170.34273903062,3316,3316,4573,68.82457005521,68.21743233642,241,241,1843,19.6635338111,53326.8,45488.8,32695.2,35356.8,64491,46353
ND,2013,187.28998027595,3461,3461,4884,67.92837484892,63.37823521392,258,258,1839,19.44442930832,54690.9,44757.3,34419.3,34942.8,61509,47302
ND,2014,184.43638860483,3503,3503,4565,66.29663352598,69.5553882594,268,268,1935,20.56146634859,60193,46974.6,35854.8,37298.9,63085,48151
ND,2015,184.3531691163,3329,3329,4640,71.64422805545,72.49805512291,269,269,1944,21.22947679006,58694.5,45624.4,37275.5,36000.1,59811,48866
ND,2016,179.29262365821,3062,3062,4425,70.77437557595,81.41861475035,292,292,2051,22.39638993429,54756,43619.6,36563.2,35297.9,57035,47809
ND,2017,185.66174268149,3104,3104,4257,68.32042309731,86.17411997661,281,281,2608,27.81939435046,56530.2,44908.7,37235.5,35877.1,58566,48559
ND,2018,192.93767010904,3164,3164,4388,71.20690421266,86.36484632956,275,275,2592,27.34973094782,58516.4,45825.1,36889.3,38776.2,59398,47815
ND,2019,195.58409987,3127,3127,4387,72.13061820246,88.35624559333,275,275,2622,28.27904331564,59408.5,45690.7,36895,39873.6,58838,47512
ND,2020,162.5589243221,3332,3332,4324,56.77617185919,63.74468217891,246,246,2576,20.15022245682,55850.6,49117.5,36551.4,43139.5,63006,46887
ND,2021,217.03500796719,3534,3534,4682,74.06254347342,81.06452412553,264,264,2197,25.51304601755,56419.2,51898.2,38756.4,46474.9,66709,49817
ND,2022,239.00415565787,3527,3527,4733,74.29602345312,93.23889430152,291,291,2081,23.23607001447,55988,53919.1,40180.9,49538.9,69224,51586
ND,2023,237.82474996681,3553,3553,4745,74.25099015037,89.9244572003,290,290,1992,22.11493751148,60348.6,52953.2,40973.4,51143,67549,52267
NE,2008,355.50550245523,6646,6646,8954,137.74959732893,154.15159589634,607,589,4616,48.80422341462,99860.1,90654.1,71428.2,64841.2,50465,39762
NE,2009,343.35134710979,7062,7060,9358,138.95978226134,161.96399098908,638,613,4402,44.50728185705,99986.4,88747.4,69713.9,65480,48959,38459
NE,2010,354.61712769611,7514,7462,10269,140.55833918226,170.19300204607,653,624,4542,46.13712636219,103940.8,90296.9,70768.9,68668.6,49337,38667
NE,2011,340.01071946583,7577,7577,9919,133.06954665951,175.70730423367,660,638,4712,47.45709950548,109734.2,99235.9,73351.7,76509.2,53817,39780
NE,2012,350.53943402489,7694,7694,9699,129.90995268816,179.35122197866,652,642,4946,49.29864216687,109686.3,98938,73720.8,77995,53217,39653
NE,2013,368.49637544898,7990,7990,10074,126.85453867495,174.26692121677,663,657,5186,52.11728769129,111382.2,97877,74761.4,77154.9,52238,39901
NE,2014,360.63893198159,7927,7927,9646,127.53166920743,187.27291315373,681,667,5477,55.62234354131,115651.9,102249.2,76648.4,81556.5,54093,40550
NE,2015,361.40933174781,7880,7880,9310,131.7998100777,195.66402434916,676,659,5810,61.06135848031,119640.8,106813,79116.3,84839.7,56077,41536
NE,2016,376.33027179056,7785,7785,9249,133.61599900557,221.52512414423,746,720,6121,63.37100734547,121303.1,104983,81459.9,83667.2,54633,42391
NE,2017,377.66381420799,7691,7691,9057,131.72592947653,234.1298967964,797,770,7293,74.01617143497,123219.9,106918.7,83695.8,85936.9,55268,43264
NE,2018,397.75764537291,7821,7789,9272,136.22369860633,240.717884386,835,796,6871,68.89687004129,125543.4,106946.6,82982.8,90267,54972,42654
NE,2019,419.65490297219,7828,7828,9985,150.40440062193,249.02823281235,840,811,7404,76.78189358533,127568.9,109418.5,83543.6,94045,55970,42734
NE,2020,310.5858150704,7427,7427,9131,109.98115761403,166.97687431423,703,663,6941,52.2855956653,126734.9,115035.6,81693.2,100437.5,58594,41611
NE,2021,403.6279807309,7645,7644,9950,146.2167157495,203.1343764039,711,675,5557,62.92871561087,134939.9,124791.9,89632.6,111513.3,63531,45632
NE,2022,429.70959836073,7746,7746,9617,142.97050801495,226.60406023065,742,705,5356,59.4699062939,139440.9,126611.5,94013.9,116130.7,64333,47770
NE,2023,426.32665222073,7768,7768,9464,140.61705930256,217.42454427275,741,695,5237,57.95132384947,145019.6,129707.2,94794.2,127033.7,65562,47915
NH,2008,325.63440684057,5162,5162,7450,150.49499562967,177.39391609746,612,612,3941,65.27462283485,71195.6,63530.8,54914.5,53988.2,48279,41731
NH,2009,323.7275575467,5625,5625,7972,156.30019972286,177.92532715787,577,577,4023,64.08130549717,70498.6,63540.9,55275.5,54740.2,48280,41999
NH,2010,328.24483822117,5864,5864,8550,153.10888307442,176.05148035577,548,548,3930,62.31479165324,72950.4,65788.4,56647.6,56818.2,49949,43009
NH,2011,338.85295327846,6329,6329,9284,168.63584262127,185.9296232894,580,580,4019,65.3875495058,73465,67643.1,57168.6,58915.4,51170,43246
NH,2012,343.52723531217,6339,6339,9059,163.63260041156,202.00715807806,627,593,4628,74.22623388083,74082.8,69271.5,58086.4,61385.4,52187,43760
NH,2013,358.77426158115,6492,6492,9051,152.43211794454,185.11218782839,618,602,4299,68.9485634108,75503.4,68230.1,58960.7,60565.5,51256,44293
NH,2014,367.55522455166,6693,6693,9549,169.60503112081,211.12134445589,673,671,4767,77.59605679423,76836.2,70279.9,59844.3,62558.6,52473,44682
NH,2015,372.88752534389,6492,6492,9606,180.49362917449,225.2228940858,679,679,4927,82.00331324534,79319.3,72073.6,61026.9,65022.4,53636,45415
NH,2016,391.08253707368,6579,6579,9595,186.14819890697,247.03367681699,696,696,5259,87.24385620175,80736.1,72954,61290.3,66972.9,53993,45361
NH,2017,405.60403806359,6554,6554,9598,186.51076402346,253.59621217815,715,715,5798,93.80049696575,81179.6,74547.9,63068.6,70366.5,54852,46405
NH,2018,426.29501806202,6700,6700,9668,188.90701936283,263.36680731866,735,735,5692,90.5705895763,82269.5,78110.1,65332.4,74159.2,57226,47865
NH,2019,445.4238623681,6884,6884,9837,193.91487377016,278.51457333064,766,766,6044,97.8774212721,84438.2,81627.3,66116.6,78784.9,59501,48195
NH,2020,333.49598718522,6684,6684,9531,150.63089433601,198.79842543909,678,678,6297,74.26521414996,83152.6,84761.2,64315,83795,61479,46649
NH,2021,430.3668066243,6665,6665,9645,190.26123405024,239.23821054704,674,674,5032,91.26872800337,89949.3,91653.9,70412.7,90327.9,66057,50748
NH,2022,488.01930883715,6524,6524,9727,189.97812529096,257.11899844819,685,685,5124,89.1877345442,91416.1,83713.5,69574.6,90099.2,59838,49732
NH,2023,494.43895146175,6549,6549,9880,192.14221929411,247.21228224783,680,680,5035,87.0109188791,93466.7,87257.7,72800.3,97893.5,62236,51924
NJ,2008,2875.1858154895,52501,52501,69200,1302.98198601117,1407.6345847413,3786,3688,28112,567.97265597728,573202.7,469080.7,364831.4,384724.6,53849,41881
NJ,2009,2784.74852522717,56129,56129,72006,1327.6676788774,1435.29367897276,3701,3581,28220,553.20059297484,546362.2,442074.8,346665.4,387087.3,50491,39594
NJ,2010,2909.15155012311,62377,62377,76248,1310.74202967605,1451.97592939975,3627,3489,27895,555.59446342853,554764.4,456219.3,357968.9,397235,51788,40635
NJ,2011,2944.38656418586,66064,66064,80388,1366.70753980149,1487.69975917379,3689,3538,28371,565.33641914893,548479.3,463368,357039.7,409360.8,52191,40215
NJ,2012,3017.00791146534,66536,66536,82850,1398.1657717648,1526.68222403658,3818,3658,29223,573.01149602989,560729.7,469116.2,360496.4,425028,52502,40345
NJ,2013,3199.14953170695,68943,68943,86880,1374.82755322319,1507.73264855676,3836,3665,30076,593.06410147096,570952.4,468261.5,365184.6,421449.1,52103,40634
NJ,2014,3221.48825143514,70498,70498,90210,1484.54715788967,1656.72779791627,4072,3895,32039,632.36947471068,570696.4,481089.2,372262,439473.5,53239,41196
NJ,2015,3337.30843432643,70391,70391,91651,1570.7015600184,1755.01072383178,4118,3976,33017,655.8801712732,581414.9,500906.3,381162.5,454670.3,55171,41982
NJ,2016,3466.7161244914,69184,69184,94085,1664.70348257292,1879.58326151101,4102,3974,34396,681.00166050379,587049.7,509586.1,387852.6,468296.2,55861,42517
NJ,2017,3571.87227032411,69329,69329,95169,1725.96425391227,1932.62090476472,4339,4146,36216,715.58051029749,590086.7,519160.2,392232.8,487599.4,56574,42742
NJ,2018,3786.19250586046,71295,71295,98463,1796.43836708022,1955.46009492796,4450,4275,37450,728.08777557097,606892.2,523261.2,393723.9,512769.8,56752,42703
NJ,2019,3938.35284624282,71143,71143,99923,1871.93406543859,2034.86823586594,4545,4371,38225,769.79312245654,618691,544239.2,403234.6,541341.9,58777,43549
NJ,2020,2980.21874342444,68025,68025,98749,1488.69374311175,1388.52312019949,3898,3716,38300,563.8164603653,597221.4,565276.5,391837.9,570835,60963,42259
NJ,2021,3902.04776896544,69134,69134,95985,1810.07876218959,1636.0109110001,3675,3608,26257,595.78807902957,632463.3,593641.8,434362.9,609076.5,64045,46861
NJ,2022,4326.60470072872,69764,69764,101836,1947.14520001545,1873.86138425798,3611,3451,29920,667.13592632176,650235.8,570674.1,442590.2,603239.2,61622,47792
NJ,2023,4388.8377502064895,70774,70774,104416,1976.04903207065,1789.19098464642,3536,3395,28966,637.41268118219,663888.5,581816.4,451912,661194.4,62623,48641
NM,2008,208.96408543674,3390,2990,5021,71.43448588563,108.93121488968,508,500,2173,25.28521013439,89012.9,79607.8,67496.9,61186.6,39593,33569
NM,2009,189.64993521238,3444,2978,4834,66.69572312483,114.20248027667,493,479,2346,26.22308771209,90829.2,78630.2,66514.8,61704.7,38605,32656
NM,2010,198.74404597584,3752,3270,5292,66.99683218061,114.66589077283,464,450,2472,27.63331630635,90721,81361.8,68712.8,64286,39402,33277
NM,2011,200.80066027979,3991,3482,5482,68.77723650666,115.33541023812,464,448,2396,26.85353216393,90552.3,81154.2,68202.3,66995,38977,32756
NM,2012,203.15310423709,3876,3375,5455,68.03779964601,107.35585390608,451,443,2422,26.7467924766,90762.4,81911.4,68635.9,68573.5,39187,32836
NM,2013,205.94920647172,3936,3440,5506,62.779599577730004,111.32850727289,453,449,2535,27.44664275541,90104,79945.2,69761.9,66440.1,38132,33275
NM,2014,195.88098639045,3898,3387,4937,59.23537366824,124.34930318183,491,491,2623,28.76108946526,92621.1,83438.8,71445.9,70306.2,39826,34102
NM,2015,197.8512850334,3917,3408,4718,58.2520709895,129.74414414579,470,470,2746,29.95004251384,93503.9,85378.8,72905.3,71903.8,40733,34782
NM,2016,203.51033724937,3916,3402,4643,59.02757315943,141.33335353407,515,487,2894,31.37111465951,93043.5,87207.5,74403.7,73506.7,41534,35436
NM,2017,211.32544675792,4086,3632,4801,63.16954186404,140.05386101052,546,525,2917,31.8631356096,93210.1,86238.4,74306.7,75092.2,41044,35365
NM,2018,226.08860982892,4093,3701,4758,65.88068500366,135.82388653186,517,503,2785,31.31694734192,96077,92359.5,79509.5,78926,43915,37805
NM,2019,242.48774764893,4263,3880,5135,71.53491846489,151.21620600916,557,547,3190,36.40671792248,100342.2,94945.6,78405.9,83191.5,44994,37156
NM,2020,187.24701932532,4358,4006,4857,54.67771642269,102.33989855978,485,479,3242,27.15608050675,97622.4,102793.1,77384.2,91027.8,48522,36528
NM,2021,257.4098615326,4692,4500,4997,67.40301710803,117.56542804359,471,454,2163,26.74620046747,100917.6,109838.2,86774.9,98669.7,51885,40991
NM,2022,300.02135955433,4993,4136,5458,74.94749608776,173.73157155493,480,480,2526,30.82202170172,103301.6,106382.8,87669.8,100688.3,50335,41481
NM,2023,299.92214193067,5008,4130,5437,73.75470614436,165.10554955577,475,475,2446,29.39481006599,110323.7,107517.6,89453.5,105653.9,50851,42307
NV,2008,379.65896190446,4827,4096,8045,145.40481356857,274.14765864877,572,481,5731,92.3558922351,152745.6,113703.5,97340.7,92037.7,42848,36682
NV,2009,353.75538669342,5192,4341,7729,137.65529636563,248.81855371467,574,473,4545,71.51057769849,140304.3,105980.5,91217.2,88841.7,39476,33977
NV,2010,359.13595030993,5583,4676,8202,132.52520633056,239.3074303804,534,457,4166,64.7971105999,142614.2,110621.2,93690.8,92389.4,40942,34676
NV,2011,362.13395679062,5962,5080,8427,136.10631208043,262.03902643588,574,504,4358,68.54016806362,144341.2,110422.8,93671.2,95350,40744,34563
NV,2012,385.77125841561,6386,5479,8903,140.63307707122,283.81669228442,611,583,4628,70.58262407659,142986.1,113327.3,95280.7,98769.9,41371,34783
NV,2013,405.00358704382,6421,5625,8650,127.46243952073,259.91850294883,615,599,4345,66.29191145427,144549.3,114066.7,99276.6,97539.1,41191,35850
NV,2014,408.3727875586,6524,5740,8743,137.12659813119,306.74527448276,709,674,4737,74.04070745756,145303.6,120100.1,103197.2,103922.8,42759,36741
NV,2015,420.63396092618,6550,5851,8555,139.91583384484,338.06298118042,749,718,5391,84.9240975167,151055.9,130620.6,108066.9,112064.5,45736,37839
NV,2016,463.3906404415,6898,6285,9013,151.33643281069,391.53699828372,809,787,6142,95.89634593296,156007.4,136283.6,113583.1,115291.7,46920,39104
NV,2017,491.18003913615,7067,6506,9616,162.06468781976,354.4925530713,825,825,6160,93.99044601417,163199.1,139414.1,115495,124210.4,47183,39088
NV,2018,532.2793419638,7358,6699,10375,176.32108449244,390.05458517253,884,884,6057,91.15184195069,168638.5,151489.9,124585.9,132913.4,50312,41377
NV,2019,589.432704289,8008,7412,11258,196.81876080194,436.26932491083,947,947,7113,111.07879784757,176029.7,156075.9,125363.8,143464.5,50861,40853
NV,2020,499.32753477304,8541,8219,11681,162.82255784721,295.79303749951,854,854,6812,77.0475182032,166077,167975.3,124840.9,153075.5,53910,40067
NV,2021,729.45281695973,9584,9408,14077,244.17057318535,375.22189171756,874,874,5630,97.62874845075,182474.1,184388.8,140619.8,168523.3,58599,44689
NV,2022,733.49639220875,10302,8793,14268,249.4425396009,362.31680479878,867,738,6126,103.7737879316,190463.3,177649.3,145707.2,170497.3,55910,45857
NV,2023,759.47484332583,10533,9034,14568,253.71641163325,344.97737666167,859,760,6067,102.08749079552,195405.6,181182.9,147757.5,187067.4,56723,46258
NY,2008,4932.59326914175,93287,93287,119247,2226.08075731624,3281.93196046252,6278,5269,49027,1187.20933333245,1328095.7,926923.5,693019.8,762279.4,48246,36071
NY,2009,4786.825472074929,100027,100027,124360,2272.81656373607,3346.09667464418,6207,5179,49213,1156.06406639336,1379504.6,917581.6,693323.5,785048.3,47526,35910
NY,2010,5000.1368715426,109671,109671,132924,2249.95164622623,3384.66617902914,6126,5110,48648,1153.39402466116,1431624,947703.2,715428.9,812982.9,48799,36839
NY,2011,5075.87275019978,116705,116705,139526,2365.742153723,3467.61656746768,6156,5121,49477,1188.7110937951,1440346.8,967685.2,723455.9,845519.6,49366,36907
NY,2012,5255.215524007,117624,117624,140511,2347.12615160012,3558.15128092736,6488,5380,50962,1195.80224448543,1496280.1,1003696.1,739887.6,887922.1,50798,37446
NY,2013,5562.53004956751,121889,121889,145718,2268.4876345777802,3513.66787533648,6522,5410,52451,1230.08637459638,1501818,1001472.7,756221.2,878323.9,50344,38015
NY,2014,5625.891890515471,124929,124929,148235,2452.18350741345,3860.54621350938,6837,5666,55874,1340.20156396414,1535375.9,1031400.4,788913.9,905575.3,51567,39443
NY,2015,5848.839754680151,125765,125765,149159,2600.61774635068,4089.20808405296,6996,5824,57580,1406.79647396792,1565835.2,1067425.9,804830.7,938250,53140,40067
